1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
Smoochum,238,2,Global,* * *,Egg,,,Jynx,25,0,60,Linear - 1,Baby,,,,,,,Ice,Psychic,Ice / Psychic,Snow,Windy,153,116,90,1054,1230,5,5,,Powder Snow,Pound,Powder Snow / Pound,Ice Beam,Ice Punch,Psyshock,,,,,Ice Beam / Ice Punch / Psyshock,,,,,,,,,,,,,,,
Elekid,239,2,Global,* * *,Egg,,,Electabuzz,25,0,61,Linear - 1,Baby,,Linear - 2,,,,,Electric,,Electric,Rain,,135,110,90,920,1073,5,5,,Thunder Shock,Low Kick,Thunder Shock / Low Kick,Thunder Punch,Brick Break,Discharge,,,,,Thunder Punch / Brick Break / Discharge,,,,,,,,,,,,,,,
Magby,240,2,Global,* * *,Egg,,,Magmar,25,0,62,Linear - 1,Baby,,Linear - 2,,,,,Fire,,Fire,Clear,,151,108,90,1010,1178,5,5,,Ember,Karate Chop,Ember / Karate Chop,Brick Break,Fire Punch,Flame Burst,,,,,Brick Break / Fire Punch / Flame Burst,,,,,,,,,,,,,,,
Miltank,241,2,Global,5,Wild,,,,,1,124,,,,,,,,,Normal,,Normal,Partly Cloudy,,157,211,190,1982,2312,5,10,,Tackle,Zen Headbutt,Tackle / Zen Headbutt,Stomp,Body Slam,Gyro Ball,,,,,Stomp / Body Slam / Gyro Ball,,,,,,,,,,,,,,,
Blissey,242,2,Global,6,Wild,,Chansey,,,2,124,,,,,,,,,Normal,,Normal,Partly Cloudy,,129,229,510,2760,3219,5,,,Pound,Zen Headbutt,Pound / Zen Headbutt,Psychic,Hyper Beam,Dazzling Gleam,,,,,Psychic / Hyper Beam / Dazzling Gleam,,,,,,,,,,,,,,,
Raikou,243,2,Global,* * *,Raid Only,Old,,,,1,125,,,,,,,,,Electric,,Electric,Rain,,241,210,180,2871,3349,20,,,Thunder Shock,Volt Switch,Thunder Shock / Volt Switch,Thunder,Thunderbolt,Wild Charge,,,,,Thunder / Thunderbolt / Wild Charge,,,42932,1831,1913,,,,,,,,,,
Entei,244,2,Global,* * *,Raid Only,Old,,,,1,126,,,,,,,,,Fire,,Fire,Clear,,235,176,230,2895,3377,20,,,Fire Spin,Fire Fang,Fire Spin / Fire Fang,Flamethrower,Fire Blast,Overheat,,,,,Flamethrower / Fire Blast / Overheat,,,38628,1847,1930,,,,,,,,,,
Suicune,245,2,Global,* * *,Raid Only,Old,,,,1,127,,,,,,,,,Water,,Water,Rain,,180,235,200,2420,2823,20,,,Extrasensory,Snarl,Extrasensory / Snarl,Hydro Pump,Bubble Beam,Water Pulse,,,,,Hydro Pump / Bubble Beam / Water Pulse,,,34471,1538,1613,,,,,,,,,,
Larvitar,246,2,Global,4,Wild,,,Pupitar,25,1,128,,,,,,,,,Rock,Ground,Rock / Ground,Partly Cloudy,Clear,115,93,100,775,904,5,10,,Bite,Rock Smash,Bite / Rock Smash,Stomp,Crunch,Ancient Power,,,,,Stomp / Crunch / Ancient Power,,,,,,,,,,,,,,,
Pupitar,247,2,Global,6,Wild,,Larvitar,Tyranitar,100,2,128,,,,,,,,,Rock,Ground,Rock / Ground,Partly Cloudy,Clear,155,133,140,1379,1608,5,,,Bite,Rock Smash,Bite / Rock Smash,Dig,Crunch,Ancient Power,,,,,Dig / Crunch / Ancient Power,,,,,,,,,,,,,,,
Tyranitar,248,2,Global,6,Wild,4,Pupitar,,,3,128,,,,,,,,,Rock,Dark,Rock / Dark,Partly Cloudy,Fog,251,212,200,3146,3670,5,,,Bite,Iron Tail,Bite / Iron Tail,Fire Blast,Crunch,Stone Edge,,,,,Fire Blast / Crunch / Stone Edge,,,34707,2011,2097,,,,,,,,,,
Lugia,249,2,Global,* * *,Raid Only,Old,,,,1,129,,,,,,,,,Psychic,Flying,Psychic / Flying,Windy,Windy,193,323,212,3085,3598,20,,,Extrasensory,Dragon Tail,Extrasensory / Dragon Tail,Sky Attack,Hydro Pump,Futuresight,,,,,Sky Attack / Hydro Pump / Futuresight,,,42753,1969,2056,,,,,,,,,,
Ho-Oh,250,2,Global,* * *,Raid Only,Old,,,,1,130,,,,,,,,,Fire,Flying,Fire / Flying,Clear,Windy,263,301,212,3986,4063,20,,,Extrasensory,Steel Wing,Extrasensory / Steel Wing,Brave Bird,Fire Blast,Solar Beam,,,,,Brave Bird / Fire Blast / Solar Beam,,,48276,2133,2222,,,,,,,,,,
Celebi,251,2,Global,* * *,??,,,,,1,131,,,,,,,,,Psychic,Grass,Psychic / Grass,Windy,Clear,210,210,200,2649,3090,5,,,Confusion,Charge Beam,Confusion / Charge Beam,Hyper Beam,Psychic,Dazzling Gleam,,,,,Hyper Beam / Psychic / Dazzling Gleam,,,,,,,,,,,,,,,
Treecko,252,3,Global,,Wild,,,Grovyle,25,1,132,,,,,,,,,Grass,,Grass,Clear,,104,80,124,791,923,3,5,,Pound,Bullet Seed,Pound / Bullet Seed,Grass Knot,Energy Ball,Aerial Ace,,,,,Grass Knot / Energy Ball / Aerial Ace,,,,,,,,,,,,,,,
Grovyle,253,3,Global,,Wild,,Treecko,Sceptile,100,2,132,,,,,,,,,Grass,,Grass,Clear,,130,100,172,1292,1508,3,,,Quick Attack,Bullet Seed,Quick Attack / Bullet Seed,Grass Knot,Leaf Blade,Aerial Ace,,,,,Grass Knot / Leaf Blade / Aerial Ace,,,,,,,,,,,,,,,
Sceptile,254,3,Global,,Wild,,Grovyle,,-,3,132,,,,,,,,,Grass,,Grass,Clear,,180,140,223,2215,2584,3,,,Fury Cutter,Bullet Seed,Fury Cutter / Bullet Seed,Leaf Blade,Earthquake,Aerial Ace,,,,,Leaf Blade / Earthquake / Aerial Ace,,,,,,,,,,,,,,,
Torchic,255,3,Global,,Wild,,,Combusken,25,1,133,,,,,,,,,Fire,,Fire,Clear,,92,90,130,822,959,3,5,,Scratch,Ember,Scratch / Ember,Flamethrower,Flame Charge,Rock Tomb,,,,,Flamethrower / Flame Charge / Rock Tomb,,,,,,,,,,,,,,,
Combusken,256,3,Global,,Wild,,Torchic,Blaziken,100,2,133,,,,,,,,,Fire,Fighting,Fire / Fighting,Clear,Cloudy,115,120,163,1262,1472,3,,,Ember,Peck,Ember / Peck,Flamethrower,Rock Slide,Flame Charge,,,,,Flamethrower / Rock Slide / Flame Charge,,,,,,,,,,,,,,,
Blaziken,257,3,Global,,Wild,,Combusken,,-,3,133,,,,,,,,,Fire,Fighting,Fire / Fighting,Clear,Cloudy,141,160,240,2255,2631,3,,,Counter,Fire Spin,Counter / Fire Spin,Overheat,Brave Bird,Focus Blast,,,,,Overheat / Brave Bird / Focus Blast,,,,,,,,,,,,,,,
Mudkip,258,3,Global,,Wild,,,Marshtomp,25,1,134,,,,,,,,,Water,,Water,Rain,,93,100,126,841,981,3,5,,Tackle,Water Gun,Tackle / Water Gun,Stomp,Sludge,Dig,,,,,Stomp / Sludge / Dig,,,,,,,,,,,,,,,
Marshtomp,259,3,Global,,Wild,,Mudkip,Swampert,100,2,134,,,,,,,,,Water,Ground,Water / Ground,Rain,Clear,133,140,156,1386,1617,3,,,Water Gun,Mud Shot,Water Gun / Mud Shot,Surf,Mud Bomb,Sludge,,,,,Surf / Mud Bomb / Sludge,,,,,,,,,,,,,,,
Swampert,260,3,Global,,Wild,,Marshtomp,,-,3,134,,,,,,,,,Water,Ground,Water / Ground,Rain,Clear,175,200,208,2413,2815,3,,,Water Gun,Mud Shot,Water Gun / Mud Shot,Surf,Earthquake,Sludge Wave,,,,,Surf / Earthquake / Sludge Wave,,,,,,,,,,,,,,,
Poochyena,261,3,Global,,Wild,,,Mightyena,50,1,135,,,,,,,,,Dark,,Dark,Fog,,63,70,96,483,564,1,2,,Snarl,Tackle,Snarl / Tackle,Crunch,Dig,Poison Fang,,,,,Crunch / Dig / Poison Fang,,,,,,,,,,,,,,,
Mightyena,262,3,Global,,Wild,,Poochyena,,-,2,135,,,,,,,,,Dark,,Dark,Fog,,137,140,171,1528,1783,1,,,Bite,Fire Fang,Bite / Fire Fang,Play Rough,Crunch,Poison Fang,,,,,Play Rough / Crunch / Poison Fang,,,,,,,,,,,,,,,
Zigzagoon,263,3,Global,,Wild,,,Linoone,50,1,136,,,,,,,,,Normal,,Normal,Partly Cloudy,,80,76,58,363,423,1,2,,Tackle,Rock Smash,Tackle / Rock Smash,Grass Knot,Thunderbolt,Dig,,,,,Grass Knot / Thunderbolt / Dig,,,,,,,,,,,,,,,
Linoone,264,3,Global,,Wild,,Zigzagoon,,-,2,136,,,,,,,,,Normal,,Normal,Partly Cloudy,,128,156,142,1314,1533,1,,,Shadow Claw,Tackle,Shadow Claw / Tackle,Thunder,Grass Knot,Dig,,,,,Thunder / Grass Knot / Dig,,,,,,,,,,,,,,,
Wurmple,265,3,Global,,Wild,,,Silcoon / Cascoon,25,1,137,,,,,,,,,Bug,,Bug,Rain,,61,90,75,430,502,1,2,,Bug Bite,Tackle,Bug Bite / Tackle,Struggle,,,,,,,Struggle,,,,,,,,,,,,,,,
Silcoon,266,3,Global,,Wild,,Wurmple,Beautifly,100,2,137,,,,,,,,,Bug,,Bug,Rain,,91,100,60,443,517,1,,,Bug Bite,Poison Sting,Bug Bite / Poison Sting,Struggle,,,,,,,Struggle,,,,,,,,,,,,,,,
Beautifly,267,3,Global,,Wild,,Silcoon,,,3,137,,,,,,,,,Bug,Flying,Bug / Flying,Rain,Windy,98,120,189,1348,1573,1,,,Struggle Bug,Infestation,Struggle Bug / Infestation,Bug Buzz,Air Cutter,Silver Wind,,,,,Bug Buzz / Air Cutter / Silver Wind,,,,,,,,,,,,,,,
Cascoon,268,3,Global,,Wild,,Wurmple,Dustox,50,2,137,,,,,,,,,Bug,,Bug,Rain,,91,100,60,443,517,1,,,Bug Bite,Poison Sting,Bug Bite / Poison Sting,Struggle,,,,,,,Struggle,,,,,,,,,,,,,,,
Dustox,269,3,Global,,Wild,,Cascoon,,-,3,137,,,,,,,,,Bug,Poison,Bug / Poison,Rain,Cloudy,172,120,98,961,1121,1,,,Confusion,Struggle Bug,Confusion / Struggle Bug,Sludge Bomb,Bug Buzz,Silver Wind,,,,,Sludge Bomb / Bug Buzz / Silver Wind,,,,,,,,,,,,,,,
Lotad,270,3,Global,,Wild,,,Lombre,25,1,138,,,,,,,,,Water,Grass,Water / Grass,Rain,Clear,,,,451,526,3,,,Water Gun,Razor Leaf,Water Gun / Razor Leaf,Bubble Beam,Energy Ball,,,,,,Bubble Beam / Energy Ball,,,,,,,,,,,,,,,
Lombre,271,3,Global,,Wild,,Lotad,Ludicolo,100,2,138,,,,,,,,,Water,Grass,Water / Grass,Rain,Clear,,,,944,1102,3,,,Razor Leaf,Bubble,Razor Leaf / Bubble,Grass Knot,Bubble Beam,Ice Beam,,,,,Grass Knot / Bubble Beam / Ice Beam,,,,,,,,,,,,,,,
Ludicolo,272,3,Global,,Wild,,Lombre,,-,3,138,,,,,,,,,Water,Grass,Water / Grass,Rain,Clear,,,,1911,2229,3,,,Razor Leaf,Bubble,Razor Leaf / Bubble,Hydro Pump,Solar Beam,Blizzard,,,,,Hydro Pump / Solar Beam / Blizzard,,,,,,,,,,,,,,,
Seedot,273,3,Global,,Wild,,,Nuzleaf,25,1,139,,,,,,,,,Grass,,Grass,Clear,,86,80,71,451,526,3,5,,Quick Attack,Bullet Seed,Quick Attack / Bullet Seed,Grass Knot,Foul Play,Energy Ball,,,,,Grass Knot / Foul Play / Energy Ball,,,,,,,,,,,,,,,
Nuzleaf,274,3,Global,,Wild,,Seedot,Shiftry,100,2,139,,,,,,,,,Grass,Dark,Grass / Dark,Clear,Fog,78,140,134,957,1117,3,,,Razor Leaf,Feint Attack,Razor Leaf / Feint Attack,Foul Play,Grass Knot,Leaf Blade,,,,,Foul Play / Grass Knot / Leaf Blade,,,,,,,,,,,,,,,
Shiftry,275,3,Global,,Wild,,Nuzleaf,,-,3,139,,,,,,,,,Grass,Dark,Grass / Dark,Clear,Fog,121,180,200,1874,2186,3,,,Razor Leaf,Feint Attack,Razor Leaf / Feint Attack,Foul Play,Hurricane,Leaf Blade,,,,,Foul Play / Hurricane / Leaf Blade,,,,,,,,,,,,,,,
Taillow,276,3,Unreleased,,,,,Swellow,,1,140,,,,,,,,,Normal,Flying,Normal / Flying,Partly Cloudy,Windy,,,,550,642,1,,,Quick Attack,Peck,Quick Attack / Peck,Aerial Ace,,,,,,,Aerial Ace,,,,,,,,,,,,,,,
Swellow,277,3,Unreleased,,,,Taillow,,,2,140,,,,,,,,,Normal,Flying,Normal / Flying,Partly Cloudy,Windy,,,,1438,1747,1,,,Steel Wing,Wing Attack,Steel Wing / Wing Attack,Brave Bird,Sky Attack,Aerial Ace,,,,,Brave Bird / Sky Attack / Aerial Ace,,,,,,,,,,,,,,,
Wingull,278,3,Unreleased,,,,,Pelipper,,1,141,,,,,,,,,Water,Flying,Water / Flying,Rain,Windy,,,,550,642,3,,,Water Gun,Quick Attack,Water Gun / Quick Attack,Ice Beam,Air Cutter,Water Pulse,,,,,Ice Beam / Air Cutter / Water Pulse,,,,,,,,,,,,,,,
Pelipper,279,3,Unreleased,,,,Wingull,,,2,141,,,,,,,,,Water,Flying,Water / Flying,Rain,Windy,,,,1537,1969,3,,,Water Gun,Wing Attack,Water Gun / Wing Attack,Hurricane,Hydro Pump,Blizzard,,,,,Hurricane / Hydro Pump / Blizzard,,,,,,,,,,,,,,,
Ralts,280,3,Global,,Wild,,,Kirlia,25,1,142,,,Linear,Linear - 3,,,,,Psychic,Fairy,Psychic / Fairy,Windy,Cloudy,63,56,79,374,436,5,10,,Confusion,Charge Beam,Confusion / Charge Beam,Psyshock,Disarming Voice,Shadow Sneak,,,,,Psyshock / Disarming Voice / Shadow Sneak,,,,,,,,,,,,,,,
Kirlia,281,3,Global,,Wild,,Ralts,Gardevoir / Gallade,100,2,142,,,Linear,Linear - 3,,,,,Psychic,Fairy,Psychic / Fairy,Windy,Cloudy,100,76,117,722,843,5,,,Confusion,Charge Beam,Confusion / Charge Beam,Psychic,Disarming Voice,Shadow Sneak,,,,,Psychic / Disarming Voice / Shadow Sneak,,,,,,,,,,,,,,,
Gardevoir,282,3,Global,,Wild,,Kirlia,,-,3,142,,,Linear,Linear - 3,,,,,Psychic,Fairy,Psychic / Fairy,Windy,Cloudy,220,136,237,2541,2964,5,,,Confusion,Charge Beam,Confusion / Charge Beam,Psychic,Dazzling Gleam,Shadow Ball,,,,,Psychic / Dazzling Gleam / Shadow Ball,,,,,,,,,,,,,,,
Surskit,283,3,Unreleased,,,,,Masquerain,,1,143,,,,,,,,,Bug,Water,Bug / Water,Rain,Rain,,,,596,695,1,,,Bug Bite,Bubble,Bug Bite / Bubble,Signal Beam,Bubble Beam,Aqua Jet,,,,,Signal Beam / Bubble Beam / Aqua Jet,,,,,,,,,,,,,,,
Masquerain,284,3,Unreleased,,,,Surskit,,,2,143,,,,,,,,,Bug,Flying,Bug / Flying,Rain,Windy,,,,1429,2135,1,,,Air Slash,Infestation,Air Slash / Infestation,Air Cutter,Silver Wind,Ominous Wind,,,,,Air Cutter / Silver Wind / Ominous Wind,,,,,,,,,,,,,,,
Shroomish,285,3,Global,,Wild,,,Breloom,,1,144,,,,,,,,,Grass,,Grass,Clear,,110,120,74,618,722,3,5,,Tackle,Bullet Seed,Tackle / Bullet Seed,Grass Knot,Seed Bomb,Energy Ball,,,,,Grass Knot / Seed Bomb / Energy Ball,,,,,,,,,,,,,,,
Breloom,286,3,Global,,Wild,,Shroomish,,,2,144,,,,,,,,,Grass,Fighting,Grass / Fighting,Clear,Cloudy,153,120,241,2064,2407,3,,,Counter,Bullet Seed,Counter / Bullet Seed,Dynamic Punch,Sludge Bomb,Seed Bomb,,,,,Dynamic Punch / Sludge Bomb / Seed Bomb,,,,,,,,,,,,,,,
Slakoth,287,3,Global,,Wild,,,Vigoroth,25,1,145,,,,,,,,,Normal,,Normal,Partly Cloudy,,104,120,104,807,942,5,10,,Yawn,,Yawn,Body Slam,Brick Break,Night Slash,,,,,Body Slam / Brick Break / Night Slash,,,,,,,,,,,,,,,
Vigoroth,288,3,Global,,Wild,,Slakoth,Slaking,100,2,145,,,,,,,,,Normal,,Normal,Partly Cloudy,,159,160,159,1625,1896,5,,,Scratch,Counter,Scratch / Counter,Body Slam,Brick Break,Bulldoze,,,,,Body Slam / Brick Break / Bulldoze,,,,,,,,,,,,,,,
Slaking,289,3,Global,,Wild,,Vigoroth,,-,3,145,,,,,,,,,Normal,,Normal,Partly Cloudy,,183,273,290,4664,4548,5,,,Yawn,,Yawn,Hyper Beam,Earthquake,Play Rough,,,,,Hyper Beam / Earthquake / Play Rough,,,,,,,,,,,,,,,
Nincada,290,3,Unreleased,,,,,Ninjask,,1,146,,,,,,,,,Bug,Ground,Bug / Ground,Rain,Clear,,,,578,674,5,,,Scratch,Bug Bite,Scratch / Bug Bite,Bug Buzz,Aerial Ace,Night Slash,,,,,Bug Buzz / Aerial Ace / Night Slash,,,,,,,,,,,,,,,
Ninjask,291,3,Unreleased,,,,Nincada,Shedinja,,2,146,,,,,,,,,Bug,Flying,Bug / Flying,Rain,Windy,,,,1534,1751,5,,,Metal Claw,Fury Cutter,Metal Claw / Fury Cutter,Shadow Ball,Bug Buzz,Aerial Ace,,,,,Shadow Ball / Bug Buzz / Aerial Ace,,,,,,,,,,,,,,,
Shedinja,292,3,Unreleased,,,,Nincada,,,3,146,,,,,,,,,Bug,Ghost,Bug / Ghost,Rain,Fog,,,,361,421,5,,,Bite,Struggle Bug,Bite / Struggle Bug,Aerial Ace,Dig,Shadow Sneak,,,,,Aerial Ace / Dig / Shadow Sneak,,,,,,,,,,,,,,,
Whismur,293,3,Unreleased,,,,,Loudred,,1,147,,,,,,,,,Normal,,Normal,Partly Cloudy,,,,,517,603,1,,,Pound,Astonish,Pound / Astonish,Stomp,Flamethrower,Disarming Voice,,,,,Stomp / Flamethrower / Disarming Voice,,,,,,,,,,,,,,,
Loudred,294,3,Unreleased,,,,Whismur,Exploud,,2,147,,,,,,,,,Normal,,Normal,Partly Cloudy,,,,,1057,1233,1,,,Bite,Rock Smash,Bite / Rock Smash,Flamethrower,Crunch,Disarming Voice,,,,,Flamethrower / Crunch / Disarming Voice,,,,,,,,,,,,,,,
Exploud,295,3,Unreleased,,Wild,,Loudred,,,3,147,,,,,,,,,Normal,,Normal,Partly Cloudy,,,,,1943,2267,1,,,Bite,Astonish,Bite / Astonish,Fire Blast,Crunch,Disarming Voice,,,,,Fire Blast / Crunch / Disarming Voice,,,,,,,,,,,,,,,
Makuhita,296,3,Global,,Wild,,,Hariyama,50,1,148,,,,,,,,,Fighting,,Fighting,Cloudy,,54,144,99,639,745,3,5,,Rock Smash,Tackle,Rock Smash / Tackle,Cross Chop,Heavy Slam,Low Sweep,,,,,Cross Chop / Heavy Slam / Low Sweep,,,,,,,,,,,,,,,
Hariyama,297,3,Global,,Wild,,Makuhita,,-,2,148,,,,,,,,,Fighting,,Fighting,Cloudy,,114,288,209,2370,2765,3,,,Counter,Bullet Punch,Counter / Bullet Punch,Close Combat,Dynamic Punch,Heavy Slam,,,,,Close Combat / Dynamic Punch / Heavy Slam,,,,,,,,,,,,,,,
Azurill,298,3,Global,,Wild,,,Marill,,0,91,,Linear - 1+,Baby,,,,,,Normal,Fairy,Normal / Fairy,Partly Cloudy,Cloudy,71,100,36,271,316,3,5,,Bubble,Splash,Bubble / Splash,Body Slam,Ice Beam,Bubble Beam,,,,,Body Slam / Ice Beam / Bubble Beam,,,,,,,,,,,,,,,
Nosepass,299,3,Unreleased,,,,,Probopass,,1,149,,,Solo,Linear - 2,,,,,Rock,,Rock,Partly Cloudy,,,,,712,831,3,,,Rock Throw,Spark,Rock Throw / Spark,Rock Slide,Thunderbolt,Rock Blast,,,,,Rock Slide / Thunderbolt / Rock Blast,,,,,,,,,,,,,,,
Skitty,300,3,Global,,Wild,,,Delcatty,50,1,150,,,,,,,,,Normal,,Normal,Partly Cloudy,,84,100,84,565,659,3,5,,Tackle,Feint Attack,Tackle / Feint Attack,Wild Charge,Dig,Disarming Voice,,,,,Wild Charge / Dig / Disarming Voice,,,,,,,,,,,,,,,
Delcatty,301,3,Global,,Wild,,Skitty,,-,2,150,,,,,,,,,Normal,,Normal,Partly Cloudy,,132,140,132,1127,1385,3,,,Feint Attack,Zen Headbutt,Feint Attack / Zen Headbutt,Wild Charge,Play Rough,Disarming Voice,,,,,Wild Charge / Play Rough / Disarming Voice,,,,,,,,,,,,,,,
Sableye,302,3,Global,2,Wild,,,,,1,151,,,,,,,,✓,Dark,Ghost,Dark / Ghost,Fog,Fog,141,100,141,1118,1305,5,10,,Shadow Claw,Feint Attack,Shadow Claw / Feint Attack,Power Gem,Foul Play,Shadow Sneak,,,,,Power Gem / Foul Play / Shadow Sneak,,,8266,694,745,,,,,,,,,,
Mawile,303,3,Global,,Raid Only,2,,,-,1,152,,,,,,,,✓,Steel,Fairy,Steel / Fairy,Snow,Cloudy,155,100,155,1272,1484,5,,,Bite,Astonish,Bite / Astonish,Iron Head,Play Rough,Vice Grip,,,,,Iron Head / Play Rough / Vice Grip,,,9403,793,848,,,,,,,,,,
Aron,304,3,Unreleased,,,,,Lairon,25,1,153,,,,,,,,,Steel,Rock,Steel / Rock,Snow,Partly Cloudy,,,,1056,1232,1,,,Metal Claw,Tackle,Metal Claw / Tackle,Iron Head,Body Slam,Rock Tomb,,,,,Iron Head / Body Slam / Rock Tomb,,,,,,,,,,,,,,,
Lairon,305,3,Unreleased,,,,Aron,Aggron,100,2,153,,,,,,,,,Steel,Rock,Steel / Rock,Snow,Partly Cloudy,,,,1718,2004,1,,,Iron Tail,Metal Claw,Iron Tail / Metal Claw,Heavy Slam,Rock Slide,Body Slam,,,,,Heavy Slam / Rock Slide / Body Slam,,,,,,,,,,,,,,,
Aggron,306,3,Unreleased,,,,Lairon,,-,3,153,,,,,,,,,Steel,Rock,Steel / Rock,Snow,Partly Cloudy,,,,2575,3004,1,,,Iron Tail,Dragon Tail,Iron Tail / Dragon Tail,Stone Edge,Thunder,Heavy Slam,,,,,Stone Edge / Thunder / Heavy Slam,,,,,,,,,,,,,,,
Meditite,307,3,Global,,Wild,,,Medicham,50,1,154,,,,,,,,,Fighting,Psychic,Fighting / Psychic,Cloudy,Windy,107,60,78,476,555,3,,,Confusion,Rock Smash,Confusion / Rock Smash,Psyshock,Ice Punch,Low Sweep,,,,,Psyshock / Ice Punch / Low Sweep,,,,,,,,,,,,,,,
Medicham,308,3,Global,,Wild,,Meditite,,-,2,154,,,,,,,,,Fighting,Psychic,Fighting / Psychic,Cloudy,Windy,152,120,121,1093,1275,3,,,Counter,Psycho Cut,Counter / Psycho Cut,Psychic,Dynamic Punch,Ice Punch,,,,,Psychic / Dynamic Punch / Ice Punch,,,,,,,,,,,,,,,
Electrike,309,3,Global,,Wild,,,Manectric,50,1,155,,,,,,,,,Electric,,Electric,Rain,,78,80,123,694,810,3,,,Spark,Quick Attack,Spark / Quick Attack,Thunderbolt,Discharge,Swift,,,,,Thunderbolt / Discharge / Swift,,,,,,,,,,,,,,,
Manectric,310,3,Global,,Wild,,Electrike,,-,2,155,,,,,,,,,Electric,,Electric,Rain,,127,140,215,1826,2131,3,,,Snarl,Charge Beam,Snarl / Charge Beam,Thunder,Wild Charge,Flame Burst,,,,,Thunder / Wild Charge / Flame Burst,,,,,,,,,,,,,,,
Plusle,311,3,"N/S Am, Afr",,Wild,,,,-,1,156,,,,,,,,,Electric,,Electric,Rain,,147,120,167,1440,1681,3,,,Spark,Quick Attack,Spark / Quick Attack,Thunderbolt,Discharge,Swift,,,,,Thunderbolt / Discharge / Swift,,,,,,,,,,,,,,,
Minun,312,3,"EUR, AUS, Asia",,Wild,,,,-,1,157,,,,,,,,,Electric,,Electric,Rain,,167,120,147,1359,1585,3,,,Spark,Quick Attack,Spark / Quick Attack,Thunderbolt,Discharge,Swift,,,,,Thunderbolt / Discharge / Swift,,,,,,,,,,,,,,,
Volbeat,313,3,Unreleased,,,,,,,1,158,,,,,,,,,Bug,,Bug,Rain,,,,,1300,1620,3,,,Struggle Bug,Tackle,Struggle Bug / Tackle,Thunderbolt,Signal Beam,Bug Buzz,,,,,Thunderbolt / Signal Beam / Bug Buzz,,,,,,,,,,,,,,,
Illumise,314,3,Unreleased,,,,,,,1,159,,,,,,,,,Bug,,Bug,Rain,,,,,1300,1620,3,,,Struggle Bug,Tackle,Struggle Bug / Tackle,Bug Buzz,Dazzling Gleam,Silver Wind,,,,,Bug Buzz / Dazzling Gleam / Silver Wind,,,,,,,,,,,,,,,
Roselia,315,3,Global,,Wild,,Budew,Roserade,-,1,160,,,Solo,Baby / Lin - 2,,,,,Grass,Poison,Grass / Poison,Clear,Cloudy,148,100,186,1473,1718,3,,,Poison Jab,Razor Leaf,Poison Jab / Razor Leaf,Petal Blizzard,Sludge Bomb,Dazzling Gleam,,,,,Petal Blizzard / Sludge Bomb / Dazzling Gleam,,,,,,,,,,,,,,,
Gulpin,316,3,Global,,Wild,,,Swalot,50,1,161,,,,,,,,,Poison,,Poison,Cloudy,,99,140,80,676,788,1,2,,Rock Smash,Pound,Rock Smash / Pound,Gunk Shot,Sludge,Ice Beam,,,,,Gunk Shot / Sludge / Ice Beam,,,,,,,,,,,,,,,
Swalot,317,3,Global,,Wild,,Gulpin,,-,2,161,,,,,,,,,Poison,,Poison,Cloudy,,159,200,140,1605,1872,1,,,Rock Smash,Infestation,Rock Smash / Infestation,Gunk Shot,Sludge Bomb,Ice Beam,,,,,Gunk Shot / Sludge Bomb / Ice Beam,,,,,,,,,,,,,,,
Carvanha,318,3,Global,,Wild,,,Sharpedo,,1,162,,,,,,,,,Water,Dark,Water / Dark,Rain,Fog,,,,749,874,3,,,Bite,Snarl,Bite / Snarl,Crunch,Aqua Jet,Poison Fang,,,,,Crunch / Aqua Jet / Poison Fang,,,,,,,,,,,,,,,
Sharpedo,319,3,Global,,Wild,,Carvanha,,,2,162,,,,,,,,,Water,Dark,Water / Dark,Rain,Fog,,,,1702,1986,3,,,Waterfall,Bite,Waterfall / Bite,Hydro Pump,Crunch,Poison Fang,,,,,Hydro Pump / Crunch / Poison Fang,,,,,,,,,,,,,,,
Wailmer,320,3,Global,,Wild,1,,Wailord,50,1,163,,,,,,,,,Water,,Water,Rain,,,,,1221,1424,1,2,,Water Gun,Splash,Water Gun / Splash,Heavy Slam,Body Slam,Water Pulse,,,,,Heavy Slam / Body Slam / Water Pulse,,,,,,,,,,,,,,,
Wailord,321,3,Global,,Wild,,Wailmer,,-,2,163,,,,,,,,,Water,,Water,Rain,,,,,1935,2258,1,,,Water Gun,Zen Headbutt,Water Gun / Zen Headbutt,Surf,Blizzard,Hyper Beam,,,,,Surf / Blizzard / Hyper Beam,,,,,,,,,,,,,,,
Numel,322,3,Unreleased,,,,,Camerupt,,1,164,,,,,,,,,Fire,Ground,Fire / Ground,Clear,Clear,,,,820,957,3,,,Ember,Tackle,Ember / Tackle,Heat Wave,Stomp,Bulldoze,,,,,Heat Wave / Stomp / Bulldoze,,,,,,,,,,,,,,,
Camerupt,323,3,Unreleased,,,,Numel,,,2,164,,,,,,,,,Fire,Ground,Fire / Ground,Clear,Clear,,,,1728,2016,3,,,Ember,Rock Smash,Ember / Rock Smash,Overheat,Earthquake,Solar Beam,,,,,Overheat / Earthquake / Solar Beam,,,,,,,,,,,,,,,
